OG_sentences,gen_sentences,cosine_similarity_BERT,jaccard_similarity_BERT
The game of basketball consists of a ball being dunked by a man with a jersey,role bottle set bottle being dip man garment,0.36718982,0.4674200367927551
A man who is playing dunks the basketball into the net and a crowd is in background,man running dip bottle straight gathering premise,0.5050932,0.5228337740898132
The player is dunking the basketball into the net and a crowd is in background,role dip bottle straight gathering premise,0.16081563,0.46919742226600647
The player is missing the basket and a crowd is in background,role loss cupboard gathering premise,0.23693606,0.48662828736835056
Two people are kickboxing and spectators are watching,give folk pillaging seeing seeing,0.27030128,0.3845454603433609
Two people are fighting and spectators are watching,give folk dispute seeing seeing,0.4164226,0.44490955557141987
Two people are kickboxing and spectators are not watching,give folk pillaging seeing seeing,0.25820124,0.4020119134117575
Two spectators are kickboxing and some people are watching,give seeing pillaging folk seeing,0.2683791,0.3860129608827479
Two young women are sparring in a kickboxing fight,give young man dispute pillaging dispute,0.13037427,0.3482363329214208
Two women are sparring in a kickboxing match,give man dispute pillaging compare,0.09597346,0.32762782971064247
Two young women are not sparring in a kickboxing fight,give young man dispute pillaging dispute,0.17352065,0.373758637242847
Kids in red shirts are playing in the leaves,boy color clothing running paper,0.55409235,0.46564167737960815
Children in red shirts are playing in the leaves,boy color clothing running paper,0.5477549,0.47007162656102863
Children in red shirts are sleeping in the leaves,boy color clothing bed paper,0.3898738,0.4609084555080959
Children covered by leaves are playing with red shirts,boy enclosing paper running color clothing,0.51183754,0.4155301907483269
Three boys are jumping in the leaves,quarters boy plunge paper,0.46226555,0.42815515398979187
Three kids are jumping in the leaves,quarters boy plunge paper,0.31730247,0.410578394929568
Three kids are sitting in the leaves,quarters boy standing paper,0.23624915,0.4224729700521989
Two children are lying in the snow and are drawing angels,give boy deceit rainfall depiction deviltry,0.18884271,0.3524367468697684
Two children are lying in the snow and are making snow angels,give boy deceit rainfall make rainfall deviltry,0.18043357,0.3656328579653864
There is no child lying in the snow and making snow angels,boy deceit rainfall make rainfall deviltry,0.24798016,0.422833496874029
Two angels are making snow on the lying children,give deviltry make rainfall deceit boy,0.428452,0.37538080082999337
Two people wearing snowsuits are on the ground making snow angels,give folk garment clothing grassland make rainfall deviltry,0.38042754,0.37508335957924527
Two people in snowsuits are lying in the snow and making snow angels,give folk clothing deceit rainfall make rainfall deviltry,0.17071933,0.3893609709209866
Nobody in snowsuits is lying in the snow and making snow angels,somebody clothing deceit rainfall make rainfall deviltry,0.20246679,0.43885770320892337
A little girl is looking at a woman in costume,young boy looking man garment,0.13952735,0.48602866729100547
A young girl is looking at a woman in costume,young boy looking man garment,0.1616036,0.5215270042419433
The little girl is looking at a man in costume,young boy looking man garment,0.41793796,0.5482281963030498
A little girl in costume looks like a woman,young boy garment seeing favourite man,0.12447779,0.4087819774945577
People wearing costumes are gathering in a forest and are looking in the same direction,folk garment clothing gathering grassland looking leadership,0.6816466,0.5021950783936874
Masked people are looking in the same direction in a forest,disguise folk looking leadership grassland,0.5997805,0.4838385989791469
People wearing costumes are scattering in a forest and are looking in different directions,folk garment clothing spreading grassland looking replace leadership,0.56219935,0.47305671374003094
People are looking at some costumes gathered in the vicinity of the forest,folk looking clothing gathering vicinity grassland,0.7374872,0.5196823044256731
A lone biker is jumping in the air,simple bike plunge airplane,0.59219253,0.4824018386694101
"A biker is jumping in the air, alone",bike plunge airplane simple,0.5503832,0.49813513244901386
There is no biker jumping in the air,bike plunge airplane,0.2842887,0.49206888178984326
A man is jumping into an empty swimming pool,man plunge filling sailing shower,0.6886558,0.46300063530604046
A man is jumping into an empty pool,man plunge filling shower,0.65648425,0.4736555768893315
A man is jumping into a full pool,man plunge filling shower,0.77329564,0.48405323120263904
The man's jumper is in the empty pool,man jet filling shower,0.39892846,0.5506445595196315
Four kids are doing backbends in the park,quarters boy retaliation station,0.08551807,0.38584840670228004
Four children are doing backbends in the park,quarters boy retaliation station,0.0793263,0.3944673128426075
Four children are doing backbends in the gym,quarters boy retaliation rum,0.09288064,0.4274097755551338
Four girls are doing backbends and playing in the garden,quarters boy retaliation running grassland,0.38784093,0.40794547498226164
Four girls are doing backbends and playing outdoors,quarters boy retaliation running departure,0.1431964,0.39658279629314647
Four girls are doing backbends and playing indoors,quarters boy retaliation running ingress,0.1917849,0.3872172004646725
A man who is playing is running with the ball in his hands,man running running bottle man,0.77094257,0.5261684060096741
A player is running with the ball,role running bottle,0.5611387,0.40374274253845216
A player is throwing the ball,role throw bottle,0.5671475,0.39391596449746025
Two groups of people are playing football,give crew folk running phone,0.39338154,0.32882121702035266
Two teams are competing in a football match,give crew compare phone compare,0.18763384,0.2849966608561002
Two teams are competing in a baseball game,give crew compare blouse role,0.07316029,0.2934677486236279
Football is being played by two competing teams,telephone being running make compare crew,0.3760432,0.34215062856674194
Five children are standing in front of a wooden hut,pet boy standing forepart lumber crimp,0.52498615,0.38251359211771113
Five children are standing in front of a hut made of wood,pet boy standing forepart crimp make lumber,0.5454583,0.4059444693001834
Five children are standing in a wooden hut,pet boy standing lumber crimp,0.51598537,0.38645829757054645
Five wooden stands are in front of each child's hut,pet lumber stand forepart boy crimp,0.48507226,0.40755116655713036
Five kids are standing close together and one kid has a gun,pet boy standing end assemble somebody boy missile,0.29174894,0.41516115963459016
Five kids are standing close together and one kid has a weapon,pet boy standing end assemble somebody boy armour,0.29800272,0.3978265892891657
Five kids are standing close together and none of the kids has a gun,pet boy standing end assemble somebody boy missile,0.25369814,0.4403830956328999
An old man is sitting in a field,past man standing grassland,0.52050406,0.4986877762354337
A man is sitting in a field,man standing grassland,0.5599983,0.5279101946137168
A man is running in a field,man running grassland,0.9377965,0.5491046146913008
A person is wearing a hat and is sitting on the grass,man garment cape standing grassland,0.5250487,0.5375824537542131
A person is sitting in a field and is wearing a hat,man standing grassland garment cape,0.51635337,0.5245516929361556
There is no person wearing a hat and sitting on the grass,man garment cape standing grassland,0.38125947,0.5175944699181451
A person is sitting and wearing a grass hat,man standing garment grassland cape,0.4487471,0.46995371182759604
The current is being ridden by a group of friends in a raft,current being running crew associate vessel,0.45730838,0.5653965145349502
A group of friends are riding the current in a raft,crew associate sailing current vessel,0.5273012,0.5092978104948997
A group is not riding the current in a raft,crew sailing current vessel,0.34890634,0.526071446282523
This group of people is practicing water safety and wearing preservers,crew folk act watercolor safeguard garment conservationist,0.61527467,0.4329483240842819
Preservers are being worn by a group of people who are practicing water safety,conservationist being garment crew folk act watercolor safeguard,0.5523422,0.5275919934113821
Nobody is practicing water safety and wearing preservers,somebody act watercolor safeguard garment conservationist,0.24712735,0.4450245536863804
A deer is jumping over a fence,cow plunge framework,0.44708404,0.44507972218773584
A deer is jumping over the enclosure,cow plunge enclosing,0.5131998,0.4274299419843234
A deer isn't jumping over the fence,cow plunge framework,0.23234656,0.4721948550297664
A wild deer is jumping a fence,grassland cow plunge framework,0.48095173,0.42816893871013934
A deer is jumping a fence,cow plunge framework,0.42882484,0.46930537819862367
There is no deer jumping fences,cow plunge framework,0.122948855,0.48391190984032373
People are walking outside a building that has many murals on it,folk walk depart build quantity mural,0.44996125,0.5067115614288732
People are walking outside the building that has several murals on it,folk walk depart build somebody mural,0.46576667,0.5242049662690413
People are walking inside a building that has many murals on it,folk walk ingress build quantity mural,0.351501,0.47528381645679474
Several people are in front of a building which is covered by colors,quantity folk forepart build enclosing color,0.48752263,0.44449117237871344
Several people are in front of a colorful building,quantity folk forepart color build,0.38074493,0.40923728942871096
Nobody is in front of the colorful building,somebody forepart color build,0.13988423,0.4764162806364206
A boy is hitting a baseball,boy impact blouse,0.37755927,0.497478014893002
A child is hitting a baseball,boy impact blouse,0.31359082,0.47499990463256836
A child is missing a baseball,boy loss blouse,0.5314828,0.500460704167684
A family is watching a little boy who is hitting a baseball,family seeing young boy impact blouse,0.4879338,0.5512695709864298
A family is watching a boy who is hitting a baseball,family seeing boy impact blouse,0.47189075,0.561117846518755
A family is watching a little boy who is missing a baseball,family seeing young boy loss blouse,0.6564005,0.5546924703651004
A little boy is watching a family that is hitting a baseball,young boy seeing family impact blouse,0.48018405,0.5605816808011796
A large group of Asian people is eating at a restaurant,quantity crew food folk food food,0.36012864,0.36608003518160653
A group of people from Asia is eating at a restaurant,crew folk business food food,0.5771265,0.40505968406796455
A small group of people is waiting to eat in a restaurant,young crew folk hope food food,0.5137408,0.44665436612235176
A group of people in a large Asian restaurant is eating,crew folk quantity food food food,0.40348905,0.35978253974634056
Various people are eating at red tables in a crowded restaurant with purple lights,color folk food color panel folk food color fire,0.35563633,0.37640559673309326
Various customers are eating in a crowded restaurant with purple lights,color consumer food folk food color fire,0.24802718,0.3867378930250804
Few people are eating at red tables in a restaurant without lights,folk food color panel food unhinge fire,0.36021614,0.3635125983329046
A purple crowd of people is eating on various red lit restaurant tables,color gathering folk food color color fire food panel,0.318685,0.3946403671394695
A motorcycle rider is standing up on the seat of a white motorcycle,bike bike standing stand color bike,0.603803,0.5109190501664814
A motorcycle is riding standing up on the seat of the vehicle,bike sailing standing stand car,0.52929556,0.5479407205301172
No motorcycle rider is standing up on the seat of a motorcycle,bike bike standing stand bike,0.49808303,0.49845587856629314
Someone is on a black and white motorcycle and is standing on the seat,somebody dark color bike standing stand,0.5435701,0.572411185503006
A rider is on a black and white bike and is standing on the seat,bike dark color bike standing stand,0.66167563,0.5498988429705302
Nobody is on a motorcycle and is standing on the seat,somebody bike standing stand,0.38305226,0.5566607634226481
A motorcyclist is riding a motorbike dangerously along a roadway,bike sailing bike endanger go road,0.7859008,0.5487853288650513
A motorcyclist is riding a motorbike along a roadway,bike sailing bike go road,0.8187222,0.5712421105967628
There is no motorcyclist riding a motorbike along a roadway,bike sailing bike go road,0.4099548,0.5498813829923931
A man with a helmet painted red is riding a blue motorcycle down the road,man cape colorize color sailing dark bike road,0.74395823,0.4822998642921448
A motorcyclist with a red helmet is riding a blue motorcycle down the road,bike color cape sailing dark bike road,0.65555286,0.5234026260997938
A motorcyclist without a helmet is waiting on a blue motorcycle near the road,bike unhinge cape hope dark bike vicinity road,0.6492573,0.438891953892178
A dog is catching a stick in the air and another is watching,pet seizing stand airplane somebody seeing,0.31893295,0.47821914553642275
A dog is leaping high in the air and another is watching,pet running rise airplane somebody seeing,0.5036074,0.5135559000466999
There is no dog leaping in the air,pet running airplane,0.24230812,0.48583146433035534
Two dogs are playing by a tree,give pet running lumber,0.5781652,0.35463381310304004
Two dogs are playing by a plant,give pet running factory,0.5349909,0.4159394285895608
Two dogs are sleeping by a tree,give pet bed lumber,0.44959363,0.32003797094027203
A girl in white is dancing,boy color choreography,0.31662062,0.38167240023612975
A girl is wearing white clothes and is dancing,boy garment color clothing choreography,0.3783524,0.3929328163464864
There is no girl in white dancing,boy color choreography,0.16898677,0.3639015717939897
The dancer is dancing in front of the sound equipment,choreography choreography forepart tune assembling,0.5269128,0.39784785007175644
The blond girl is dancing in front of the sound equipment,hair boy choreography forepart tune assembling,0.23621652,0.40017865896224974
The blond girl is dancing behind the sound equipment,hair boy choreography past tune assembling,0.32704878,0.38009926150826845
The equipment in front of the blond dancing girl is sound,assembling forepart hair choreography boy tune,0.2863359,0.4262163400650024
The children of a family are patiently playing and waiting,boy family insist running hope,0.539507,0.5358479730784893
The children of a family are playing and waiting,boy family running hope,0.6230416,0.5079242174441998
There are no children playing and waiting,boy running hope,0.18650107,0.4287566602230072
Three Asian kids are dancing and a serious man is looking,quarters food boy choreography straight man looking,0.56969714,0.4118464432264629
Three Asian kids are dancing and a man is looking,quarters food boy choreography man looking,0.51526076,0.41165907242718863
Three Asian kids are dancing and there is no man looking,quarters food boy choreography man looking,0.29136387,0.4168483449353112
An Asian man is dancing and three kids are looking,food man choreography quarters boy looking,0.5350262,0.39725623411290784
A woman is wearing an Egyptian hat on her head,man garment epitome cape headland,0.1195648,0.4032647644772249
A woman is wearing an Egyptian headdress,man garment epitome cape,0.20499939,0.43818735159360445
A woman is wearing an Indian headdress,man garment folk cape,0.20446643,0.4037339041630427
An Egyptian is wearing a woman's headdress,epitome garment man cape,0.1747159,0.5038506865501404
The woman is wearing glasses and a black headdress,man garment bottle dark cape,0.48879057,0.46677863597869873
The woman with a black hat is wearing sunglasses,man dark cape garment jacket,0.5391787,0.4416662837777819
The woman is not wearing glasses or a headdress,man garment bottle cape,0.19788489,0.39826286264828276
The black woman is wearing glasses over the headdress,dark man garment bottle cape,0.49951386,0.4891811927159627
A hiker is on top of the mountain and is doing a joyful dance,walk first mountain exhilaration drama,0.57503235,0.52804536404817
A hiker is on top of the mountain and is dancing,walk first mountain choreography,0.51171005,0.5040286043111015
There is no hiker dancing on top of the mountain,walk choreography first mountain,0.3944812,0.5074869804084301
A man is on a rock high above some trees and is standing in an uncomfortable position,man mountain rise lumber standing dissatisfaction standing,0.7204245,0.45927035587805287
A man is on a rock high above some trees and is standing in a strange position,man mountain rise lumber standing amazement standing,0.7196222,0.4783506370507754
There is no man on a rock high above some trees standing in a strange position,man mountain rise lumber standing amazement standing,0.41003138,0.47046890974044797
A cowgirl is riding a brown horse and is cornering a barrel,cow sailing dark cow turning bottle,0.62919414,0.5739552497863769
A cowgirl is riding a horse and corners a barrel,cow sailing cow quarters bottle,0.57197607,0.5335856340825558
A cowboy is riding a horse and cornering a barrel,cow sailing cow turning bottle,0.4831988,0.5505798235535622
A cowgirl is riding a barrel near a horse in the corner,cow sailing bottle vicinity cow round,0.6615564,0.5316073715686798
The brown horse is very near a red barrel at the rodeo,dark cow vicinity color bottle bike,0.46279022,0.4536507004185727
The brown horse is near a red barrel at the rodeo,dark cow vicinity color bottle bike,0.45365107,0.44412823186980355
The brown horse is far from a red barrel at the rodeo,dark cow elide color bottle bike,0.46792257,0.47430698076883954
A boy is standing in the cold water,boy standing cooling watercolor,0.6645001,0.549021969238917
A boy is standing in the water,boy standing watercolor,0.83803654,0.559132742881775
A boy is standing outside the water,boy standing depart watercolor,0.7300991,0.48713520440188324
The kid is swimming through the blue ocean,boy sailing dark vessel,0.4504639,0.4671969811121623
The boy is wading through the blue ocean,boy wandering dark vessel,0.32718945,0.5157790917616624
The boy is sitting near the blue ocean,boy standing vicinity dark vessel,0.28294596,0.43111730899129597
A skilled man is playing a guitar on stage,adeptness man running cigarette stage,0.38800284,0.4333099089562893
A man is playing a guitar on stage,man running cigarette stage,0.36378294,0.49262485404809314
There is no man playing a guitar on stage,man running cigarette stage,0.27277744,0.48536550998687744
A person has blonde and flyaway hair and is playing a guitar,man hair airplane hair running cigarette,0.34461352,0.49672468085038035
A guitarist has blonde and flyaway hair,cigarette hair airplane hair,0.49001274,0.45235911508401233
A bald person is playing a guitar,hair man running cigarette,0.16828087,0.47182726860046387
Several children are sitting down and have their knees raised,quantity boy standing leg rise,0.2136867,0.473518431186676
Several children are lying down and are raising their knees,quantity boy deceit rise leg,0.20310816,0.4567640386521816
Several children are standing up,quantity boy standing,0.6214664,0.4481345936655998
Two young girls are sitting on the ground,give young boy standing grassland,0.028077867,0.3692912587097713
Two girls are sitting on the ground,give boy standing grassland,0.013345497,0.3292054956158002
Two girls are lying on the ground,give boy deceit grassland,0.19754733,0.29722424424611604
A nude lady is walking in front of many people in body paint,straight man walk forepart quantity folk vessel colorize,0.36134687,0.4269533261008885
A nude lady is walking in front of a crowd in body paint,straight man walk forepart gathering vessel colorize,0.29031193,0.4589508907361464
There is no lady walking in body paint in front of a crowd ,man walk vessel colorize forepart gathering,0.2183458,0.4747234582901001
A nude crowd in body paint is walking in front of a lady ,straight gathering vessel colorize walk forepart man,0.43134755,0.45918878641995514
"A young, topless woman is covered in paint",young unhinge man enclosing colorize,0.19803123,0.40442073345184326
A topless girl is covered in paint,unhinge boy enclosing colorize,0.22486624,0.3759667768197901
"An old, topless woman is covered in paint",past unhinge man enclosing colorize,0.24683245,0.396050289273262
A group of people is near the ocean,crew folk vicinity vessel,0.5657592,0.4112539337231563
A crowd of people is near the water,gathering folk vicinity watercolor,0.60274005,0.4406682527982272
A crowd of people is far from the water,gathering folk elide watercolor,0.22814988,0.4859140652876634
A group of children in uniforms is standing at a gate and one is kissing the mother,crew boy clothing standing entree somebody affection family,0.47866458,0.5031596330495981
A group of children wearing the same clothes is waiting at a gate and one is kissing the mother,crew boy garment clothing hope entree somebody affection family,0.45710403,0.4716444717986243
A group of children in uniforms is standing at a gate and there is no one kissing the mother,crew boy clothing standing entree somebody affection family,0.3008064,0.5302783910717283
A group of mothers in uniforms is standing near the children and one is kissing the gate,crew family clothing standing vicinity boy somebody affection entree,0.35131153,0.4819158911705017
A man is in a parking lot and is playing tennis against a large wall,man car quantity running telephone quantity mural,0.45154092,0.42178883064876904
A lone man is in a parking lot and is playing tennis against a large wall,simple man car quantity running telephone quantity mural,0.4663185,0.4338064342737198
A man is in a parking lot and is playing tennis against a friend,man car quantity running telephone associate,0.4462058,0.4326868325471878
A man is pointing at a silver sedan,man indication money past,0.33597517,0.4930148422718048
A man is pointing at a car,man indication car,0.8845636,0.5669598579406738
There is no man pointing at a car,man indication car,0.3431542,0.529644868590615
A group of people is on a beach,crew folk holiday,0.40130904,0.4204680323600769
A group of people is near the sea,crew folk vicinity sailing,0.699023,0.3953584570151109
A group of people is on a mountain,crew folk mountain,0.6700147,0.517994842746041
"A man, a woman and two girls are walking on the beach",man man make boy walk holiday,0.33904484,0.4491163303977565
Four people are walking on the beach,quarters folk walk holiday,0.49357283,0.3681288036433133
"A man, a woman and two girls are sitting on the beach",man man make boy standing holiday,0.032814845,0.4378116915100499
A schoolgirl with a black bag is on a crowded train,undergraduate dark cupboard folk train,0.46436644,0.5039349099000295
A girl with a black bag is on a crowded train,boy dark cupboard folk train,0.46098813,0.4793860596768996
There is no girl with a black bag on a crowded train,boy dark cupboard folk train,0.4487628,0.4860706428686778
A cramped black train is on the bag of a girl,constrict dark train cupboard boy,0.5638197,0.4997464645476568
An Asian woman in a crowd is carrying a black bag,food man gathering bring dark cupboard,0.194836,0.4216339389483134
An Asian woman in in the midst of many people is carrying a black bag,food man centre quantity folk bring dark cupboard,0.24096805,0.42984826614459354
An Asian woman in a crowd is not carrying a black bag,food man gathering bring dark cupboard,0.022414535,0.4306073502490395
A dog is chasing another and is holding a stick in its mouth,pet hunting somebody seizing stand speech,0.56472504,0.4813380062580109
A dog is chasing another and is holding a piece of wood in its mouth,pet hunting somebody seizing part lumber speech,0.64933944,0.4758969148000081
There is no dog chasing another or holding a stick in its mouth,pet hunting somebody seizing stand speech,0.16508652,0.4580513685941696
A dog is chasing a stick and holding another dog in its mouth,pet hunting stand seizing somebody pet speech,0.58145285,0.44944731962113155
Two dogs are running and carrying a toy in their mouths,give pet running bring pet speech,0.6386901,0.4556257062488132
Two dogs are running and carrying an object in their mouths,give pet running bring element speech,0.65190905,0.45099532935354447
There is no dog running and carrying an object in its mouth,pet running bring element speech,0.119779445,0.5205787209903493
A dirty soccer ball is rolling into a goal net,dark phone bottle turning objective straight,0.21343295,0.4465497098863125
A soccer ball is rolling into a goal net,phone bottle turning objective straight,0.15543169,0.4422497110707419
A soccer ball is not rolling into a goal net,phone bottle turning objective straight,0.3283623,0.4330919941266378
A person who plays soccer is kicking a ball into the goal,man drama phone pushing bottle objective,0.21383262,0.40958109829160905
A soccer player is kicking a ball into the goal,phone role pushing bottle objective,0.14235365,0.37957179148991904
A soccer player is kicking a ball out of the goal,phone role pushing bottle objective,0.15465179,0.3989997301250696
A man is resting on a chair and rubbing his eyes,man holiday bureau pushing seeing,0.22012222,0.47607948850182924
A man is sitting on a chair and rubbing his eyes,man standing bureau pushing seeing,0.2750262,0.4999076338375316
There is no man sitting on a chair and rubbing his eyes,man standing bureau pushing seeing,0.19616991,0.5053586893611484
A man with tattoos is lounging on a couch and holding a pencil,man sculpture lodging bed seizing paper,0.6861546,0.482646337964318
A tattooed man is on a sofa and is holding a pencil,wound man bed seizing paper,0.5606705,0.5089988394787437
A man with tattoos is lounging on a couch and is looking for a pencil,man sculpture lodging bed looking paper,0.7503724,0.5462819622910541
A man with tattoos is holding a couch with a pencil,man sculpture seizing bed paper,0.6904874,0.5050355792045593
A brown and white dog is running through the tall grass,dark color pet running mountain grassland,0.6539114,0.46739040149582756
A brown and white dog is moving through the wild grass,dark color pet running grassland grassland,0.7513728,0.44519782066345215
A brown and white dog is resting in the grass,dark color pet holiday grassland,0.5073614,0.4527684897184372
A white and tan dog is running through the tall and green grass,color color pet running mountain grassland grassland,0.62325525,0.42754946784539655
A white and tan dog is running through a field,color color pet running grassland,0.7219192,0.4683467783033848
A black and tan dog is running through the low and green grass,dark color pet running lessen grassland grassland,0.74517757,0.4849544248797677
A man with paint covered clothes is sitting outside in a busy area writing something,man colorize enclosing clothing standing depart laborer vicinity script somebody,0.48543483,0.38140570720036826
A man is wearing clothes that are covered with paint and is sitting outside in a busy area writing something,man garment clothing enclosing colorize standing depart laborer vicinity script somebody,0.5205375,0.4213122096326616
There is no man wearing clothes that are covered with paint or is sitting outside in a busy area writing something,man garment clothing enclosing colorize standing depart laborer vicinity script somebody,0.2750926,0.4246457074139569
A sitting man is busy writing something in an area covered by paint,standing man laborer script somebody vicinity enclosing colorize,0.5858586,0.37909796375494736
A man is sitting near a bike and is writing a note,man standing vicinity bike script remark,0.55936944,0.48642151057720184
A man is standing near a bike and is writing on a piece paper,man standing vicinity bike script part paper,0.8767519,0.5171978419477289
There is no man writing a note near a bike,man script remark vicinity bike,0.32812506,0.47588465143652525
A group of scouts are hiking through the grass,crew hunting walk grassland,0.7659693,0.5547773162523906
A group of explorers are walking through the grass,crew research walk grassland,0.7284531,0.5442423860232035
A group of scouts are camping in the grass,crew hunting lodging grassland,0.69658434,0.5139429830014706
Some people are walking,folk walk,0.9075326,0.4421837528546651
People are walking,folk walk,0.9169052,0.47858530282974243
Some people are standing,folk standing,0.9464277,0.4473451276620229
Two men are taking a break from a trip on a snowy road,give man seizing break walk dark road,0.6760425,0.4822810075499795
Two men are taking a break from a trip on a road covered by snow,give man seizing break walk road enclosing rainfall,0.5902076,0.4252249708882085
Two men are walking on a snowy road,give man walk dark road,0.6618539,0.4589554156575884
Two men are breaking into a car during a trip on a snowy road,give man break car walk dark road,0.62113994,0.48362232609228656
Two men are holding bikes and standing on the side of a road covered of snow,give man seizing bike standing part road enclosing rainfall,0.7042449,0.41802427480960713
Two men with bikes are on the side of a snowy road,give man bike part dark road,0.67243505,0.4764987857718217
Two men with cars are on the side of a snowy road,give man car part dark road,0.67712337,0.45848982271395233
Two men are holding fishing poles and fishing tackle,give man seizing hunting quarters hunting deal,0.37902242,0.38562116202186136
Two men are holding fishing poles,give man seizing hunting quarters,0.34924167,0.35145847002665204
Two men are not holding fishing poles,give man seizing hunting quarters,0.14329588,0.3685076099175673
Two men are standing near the water and are holding fishing poles,give man standing vicinity watercolor seizing hunting quarters,0.5139066,0.39474828134883533
Two men are standing near the water and are holding tools used for fishing,give man standing vicinity watercolor seizing artifact utilisation hunting,0.5441535,0.3855794324324681
There is no man standing near the water and holding fishing poles,man standing vicinity watercolor seizing hunting quarters,0.26525182,0.458331599122002
Two men are holding some water standing near fishing poles,give man seizing watercolor standing vicinity hunting quarters,0.57471573,0.35672902762889863
The helmeted girl is perching on a bike,cape boy standing bike,0.33945975,0.5534291863441467
The girl with a helmet is perching on a bike,boy cape standing bike,0.35983178,0.5555602192878724
The helmeted girl is riding a bike,cape boy sailing bike,0.5088382,0.5125793963670731
A woman is performing a trick on a ramp with a bicycle,man running deceit staircase bike,0.28321552,0.49602001905441284
A woman is jumping with a bicycle,man plunge bike,0.40925074,0.45630036158995196
A woman is performing a trick on a ramp with a car,man running deceit staircase car,0.44312942,0.483377290399451
A blonds girl is surfing,hair boy sailing,0.45935577,0.48257969485388863
A blond girl is riding the waves,hair boy sailing flowing,0.4668126,0.5034359043294733
A blond girl is looking at the waves,hair boy looking flowing,0.35344726,0.5015156467755636
A blond girl waves while she is riding,hair boy flowing sailing,0.39075488,0.4994378487269084
A lady is surfing and riding a wave,man sailing sailing plunge,0.5381421,0.46709500367824847
A woman is surfing,man sailing,0.4082206,0.4544682006041209
A boy is surfing and riding a wave,boy sailing sailing plunge,0.82998157,0.5098092372600849
Two children and an adult are standing next to a tree limb,give boy young standing future lumber leg,0.5013914,0.39645340612956453
Three people are standing next to a tree limb,quarters folk standing future lumber leg,0.48353362,0.3779066205024719
Two children and an adult are not standing next to a tree limb,give boy young standing future lumber leg,0.17459232,0.4158008179881356
Two children are hanging on a large branch,give boy enclosing quantity division,0.23934409,0.334010910987854
Two children are climbing a tree,give boy rise lumber,0.43666106,0.33524972200393677
There is no child hanging on a large branch,boy enclosing quantity division,0.080566525,0.41384931008021036
A man dressed in black is riding a bike,man garment dark sailing bike,0.78003913,0.530527400118964
A man is performing a trick on a bike,man running deceit bike,0.687461,0.5530982954161507
There is no man dressed in black and riding a green bike,man garment dark sailing grassland bike,0.5520355,0.4836814748613458
A black man in green is riding a bike,dark man grassland sailing bike,0.7242457,0.4853164037068685
A man is performing stunts on a green bicycle,man running action grassland bike,0.6553556,0.49206631978352866
A man is performing a trick on a green bicycle,man running deceit grassland bike,0.55712676,0.488845474579755
There is no man performing a trick on a green bicycle,man running deceit grassland bike,0.40205646,0.49036385615666706
A boy is holding a squirt gun,boy seizing squelch missile,0.6237904,0.4551482915878296
A child is holding a squirt gun,boy seizing squelch missile,0.5518219,0.4430939435958862
There is no child holding a squirt gun,boy seizing squelch missile,0.17747499,0.43977711349725723
A laughing child is holding a water gun and getting sprayed with water,humour boy seizing watercolor missile get spreading watercolor,0.5512586,0.48629566638366034
A child with a gun that sprays water is laughing and getting hit by other boys,boy missile spreading watercolor humour get impact boy,0.7236675,0.5251982045173645
