OG_sentences,gen_sentences,cosine_similarity_BERT,jaccard_similarity_BERT
Five kids are standing close together and one kid has a gun,female child standing near accompany individual child missile,0.5555909,0.4347958594560623
Five kids are standing close together and one kid has a weapon,female child standing near accompany individual child army,0.5677538,0.4344417482614517
Five kids are standing close together and none of the kids has a gun,female child standing near accompany tout child missile,0.29719067,0.45178429917855695
An old man is sitting in a field,oldster man seat area,0.60940164,0.4622146991583017
A man is sitting in a field,man seat area,0.6150519,0.4931680738925934
A man is running in a field,man running area,0.8528658,0.5567352652549744
A person is wearing a hat and is sitting on the grass,human outfit chapeau seat shrub,0.5683068,0.5323171615600586
A person is sitting in a field and is wearing a hat,human seat area outfit chapeau,0.5187467,0.4994054541868322
There is no person wearing a hat and sitting on the grass,human outfit chapeau seat shrub,0.35934532,0.5237848688574398
A person is sitting and wearing a grass hat,human seat outfit shrub chapeau,0.61837304,0.4776303086962019
The current is being ridden by a group of friends in a raft,current being run grouping fellow rod,0.3740244,0.5673514746484303
A group of friends are riding the current in a raft,grouping fellow traveling current rod,0.4569732,0.5117888345437891
A group is not riding the current in a raft,grouping traveling current rod,0.3743768,0.5203232566515604
This group of people is practicing water safety and wearing preservers,grouping human executing liquid security outfit retainer,0.386265,0.39163844964720984
Preservers are being worn by a group of people who are practicing water safety,retainer being outfit grouping human executing liquid security,0.40635088,0.48500243287820083
Nobody is practicing water safety and wearing preservers,human executing liquid security outfit retainer,0.13935925,0.3608768477159388
A deer is jumping over a fence,feline jumping fence,0.64170504,0.5253905328837308
A deer is jumping over the enclosure,feline jumping envelopment,0.5448201,0.4442842098382803
A deer isn't jumping over the fence,feline jumping fence,0.36196485,0.5513443259092478
A wild deer is jumping a fence,wilderness feline jumping fence,0.6950329,0.5163659354050955
A deer is jumping a fence,feline jumping fence,0.6919348,0.527089101076126
There is no deer jumping fences,feline jumping fence,0.37702388,0.5222061493180015
People are walking outside a building that has many murals on it,folk walk outside construction quantity curtain,0.6447916,0.5148108036894548
People are walking outside the building that has several murals on it,folk walk outside construction multinomial curtain,0.66143215,0.47811734960192726
People are walking inside a building that has many murals on it,folk walk outside construction quantity curtain,0.34762695,0.4816363861686305
Several people are in front of a building which is covered by colors,multinomial human face construction covering coloring,0.5857516,0.4727569818496704
Several people are in front of a colorful building,multinomial human face coloring construction,0.47584552,0.39996517077088356
Nobody is in front of the colorful building,human face coloring construction,0.124998,0.4281667818625768
A boy is hitting a baseball,boy hitting baseball,0.98440003,0.6304138435257806
A child is hitting a baseball,child hitting baseball,0.9854568,0.6260958711306254
A child is missing a baseball,child failing baseball,0.8519588,0.6085630787743462
A family is watching a little boy who is hitting a baseball,family looking child boy hitting baseball,0.94767255,0.5987078116999732
A family is watching a boy who is hitting a baseball,family looking boy hitting baseball,0.9349274,0.6333434209227562
A family is watching a little boy who is missing a baseball,family looking child boy failing baseball,0.8876619,0.5911436941888597
A little boy is watching a family that is hitting a baseball,child boy looking family hitting baseball,0.92863095,0.6056427955627441
A large group of Asian people is eating at a restaurant,long grouping foreigner human eating restaurant,0.75436133,0.4121800566974439
A group of people from Asia is eating at a restaurant,grouping human air eating restaurant,0.7716627,0.43731895264457255
A small group of people is waiting to eat in a restaurant,child grouping human await eating restaurant,0.76675296,0.4828239411115646
A group of people in a large Asian restaurant is eating,grouping human long foreigner restaurant eating,0.79296064,0.41331646316929865
Various people are eating at red tables in a crowded restaurant with purple lights,vary human eating pink tablet crowd restaurant pink light,0.64648724,0.49512166303137073
Various customers are eating in a crowded restaurant with purple lights,vary buying eating crowd restaurant pink light,0.63767517,0.49764468272527057
Few people are eating at red tables in a restaurant without lights,human eating pink tablet restaurant idle light,0.6164304,0.49421088946493047
A purple crowd of people is eating on various red lit restaurant tables,pink crowd human eating vary pink light restaurant tablet,0.6243483,0.4872015958482569
A motorcycle rider is standing up on the seat of a white motorcycle,car runner standing seat white car,0.5134946,0.5315341635754234
A motorcycle is riding standing up on the seat of the vehicle,car traveling standing seat vehicle,0.5054818,0.5313814422663521
No motorcycle rider is standing up on the seat of a motorcycle,car runner standing seat car,0.24389513,0.4817726927645066
Someone is on a black and white motorcycle and is standing on the seat,human blacken white car standing seat,0.56853396,0.5135283356621152
A rider is on a black and white bike and is standing on the seat,runner blacken white bike standing seat,0.7923963,0.5848983905532144
Nobody is on a motorcycle and is standing on the seat,human car standing seat,0.29055387,0.4480495810508728
A motorcyclist is riding a motorbike dangerously along a roadway,motorway traveling motorway endanger accompany motorway,0.5979595,0.4883367419242859
A motorcyclist is riding a motorbike along a roadway,motorway traveling motorway accompany motorway,0.53948903,0.49955937408265616
There is no motorcyclist riding a motorbike along a roadway,motorway traveling motorway accompany motorway,0.21738496,0.4930578822439367
A man with a helmet painted red is riding a blue motorcycle down the road,man chapeau dye pink traveling grey car road,0.55372775,0.5148864829021952
A motorcyclist with a red helmet is riding a blue motorcycle down the road,motorway pink chapeau traveling grey car road,0.47615248,0.5165382896860441
A motorcyclist without a helmet is waiting on a blue motorcycle near the road,motorway idle chapeau await grey car near road,0.5503175,0.5103465708402487
A dog is catching a stick in the air and another is watching,feline catch rod air alternative looking,0.4829891,0.4443254768848419
A dog is leaping high in the air and another is watching,feline jumping mountain air alternative looking,0.630633,0.43813008069992065
There is no dog leaping in the air,feline jumping air,0.40450642,0.4992073728488042
Two dogs are playing by a tree,two cows gaming shrub,0.31633174,0.48492474447597156
Two dogs are playing by a plant,two cows gaming vegetation,0.31372702,0.5009357278997247
Two dogs are sleeping by a tree,two cows bed shrub,0.55376,0.4836236130107533
A girl in white is dancing,female white singing,0.7039301,0.5391346679793464
A girl is wearing white clothes and is dancing,female outfit white hosiery singing,0.7334916,0.44050851836800575
There is no girl in white dancing,female white singing,0.385248,0.5157949805259705
The dancer is dancing in front of the sound equipment,singing singing face audio device,0.3827445,0.5278843720753987
The blond girl is dancing in front of the sound equipment,pink female singing face audio device,0.50745237,0.5272009477895849
The blond girl is dancing behind the sound equipment,pink female singing rear audio device,0.50957406,0.5062121510505676
The equipment in front of the blond dancing girl is sound,device face pink singing female audio,0.5312586,0.5355889867333805
The children of a family are patiently playing and waiting,child family courage gaming await,0.705895,0.5512030615526087
The children of a family are playing and waiting,child family gaming await,0.8322762,0.5551447144576481
There are no children playing and waiting,child gaming await,0.23360217,0.5073584860021417
Three Asian kids are dancing and a serious man is looking,two foreigner child singing tough man looking,0.42827863,0.4444065344961066
Three Asian kids are dancing and a man is looking,two foreigner child singing man looking,0.4929264,0.4467620779486263
Three Asian kids are dancing and there is no man looking,two foreigner child singing man looking,0.2892358,0.4508681429757012
An Asian man is dancing and three kids are looking,foreigner man singing two child looking,0.5171381,0.442701048710767
A woman is wearing an Egyptian hat on her head,female outfit antiseptic chapeau header,0.5391067,0.4658134691417217
A woman is wearing an Egyptian headdress,female outfit antiseptic header,0.52755964,0.46254472549145037
A woman is wearing an Indian headdress,female outfit domestic header,0.5369636,0.459695170323054
An Egyptian is wearing a woman's headdress,antiseptic outfit female header,0.5173205,0.5231521685918172
The woman is wearing glasses and a black headdress,female outfit glass blacken header,0.80315006,0.487258180975914
The woman with a black hat is wearing sunglasses,female blacken chapeau outfit glass,0.7913477,0.4662981748580933
The woman is not wearing glasses or a headdress,female outfit glass header,0.43377304,0.46773081592151095
The black woman is wearing glasses over the headdress,blacken female outfit glass header,0.79725224,0.5147411487996578
A hiker is on top of the mountain and is doing a joyful dance,runner header mountain pleasure singing,0.38163662,0.6069818820272174
A hiker is on top of the mountain and is dancing,runner header mountain singing,0.4177956,0.5861075483262539
There is no hiker dancing on top of the mountain,runner singing header mountain,0.27525586,0.5623748262723287
A man is on a rock high above some trees and is standing in an uncomfortable position,man brick mountain shrub standing discomfort seat,0.6850158,0.5178021217385927
A man is on a rock high above some trees and is standing in a strange position,man brick mountain shrub standing foreigner seat,0.579698,0.4859707617759705
There is no man on a rock high above some trees standing in a strange position,man brick mountain shrub standing foreigner seat,0.39532542,0.4880250816543897
A cowgirl is riding a brown horse and is cornering a barrel,crowbar traveling grey racehorse converging bottle,0.43575543,0.4700878381729126
A cowgirl is riding a horse and corners a barrel,crowbar traveling racehorse shore bottle,0.394942,0.44666701241543416
A cowboy is riding a horse and cornering a barrel,crowbar traveling racehorse converging bottle,0.6160488,0.4196839417730059
A cowgirl is riding a barrel near a horse in the corner,crowbar traveling bottle near racehorse round,0.4296332,0.483854968439449
The brown horse is very near a red barrel at the rodeo,grey racehorse near pink bottle racehorse,0.34664452,0.47914539873600004
The brown horse is near a red barrel at the rodeo,grey racehorse near pink bottle racehorse,0.33964044,0.47203888077484935
The brown horse is far from a red barrel at the rodeo,grey racehorse long pink bottle racehorse,0.21671031,0.4577541023492813
A boy is standing in the cold water,boy standing warmer liquid,0.59690094,0.527180959781011
A boy is standing in the water,boy standing liquid,0.7876165,0.5429404854774476
A boy is standing outside the water,boy standing outside liquid,0.9315635,0.5376101136207581
The kid is swimming through the blue ocean,child swim grey shore,0.7652111,0.5354174425204595
The boy is wading through the blue ocean,boy swim grey shore,0.78732055,0.5636605116037222
The boy is sitting near the blue ocean,boy seat near grey shore,0.7105453,0.5176395636338454
A skilled man is playing a guitar on stage,professional man gaming singing stage,0.61118054,0.4939351166997637
A man is playing a guitar on stage,man gaming singing stage,0.6018018,0.5105929970741272
There is no man playing a guitar on stage,man gaming singing stage,0.2764497,0.49749567875495326
A person has blonde and flyaway hair and is playing a guitar,human pink escape hair gaming singing,0.42486233,0.49440860120873703
A guitarist has blonde and flyaway hair,gossiper pink escape hair,0.35309634,0.45937351080087513
A bald person is playing a guitar,blind human gaming singing,0.4782337,0.4725542285225608
Several children are sitting down and have their knees raised,multinomial child seat thigh raise,0.69245684,0.4522622473099652
Several children are lying down and are raising their knees,multinomial child deceit rising thigh,0.3560668,0.44309243228700423
Several children are standing up,multinomial child standing,0.8643538,0.39561672806739806
Two young girls are sitting on the ground,two young female seat landmass,0.6647929,0.4573765822819301
Two girls are sitting on the ground,two female seat landmass,0.66084117,0.4195123463869095
Two girls are lying on the ground,two female deceit landmass,0.43863502,0.39994539205844587
A nude lady is walking in front of many people in body paint,blind dame walk face quantity human flesh dye,0.73206604,0.5029551755814325
A nude lady is walking in front of a crowd in body paint,blind dame walk face crowd flesh dye,0.7385206,0.5502036422491073
There is no lady walking in body paint in front of a crowd ,dame walk flesh dye face crowd,0.34004506,0.5589859360142758
A nude crowd in body paint is walking in front of a lady ,blind crowd flesh dye walk face dame,0.7506161,0.5448759853839874
"A young, topless woman is covered in paint",child idle female covering dye,0.7098037,0.5321464578310648
A topless girl is covered in paint,idle female covering dye,0.7033365,0.5422370235125223
"An old, topless woman is covered in paint",oldster idle female covering dye,0.76256984,0.5306205376982689
A group of people is near the ocean,grouping human near shore,0.75287557,0.505727584545429
A crowd of people is near the water,crowd human near liquid,0.83296007,0.5434820204973221
A crowd of people is far from the water,crowd human long liquid,0.3940037,0.5114668699411246
A group of children in uniforms is standing at a gate and one is kissing the mother,grouping child hosiery standing entrance individual rubbing female,0.6136554,0.45829352736473083
A group of children wearing the same clothes is waiting at a gate and one is kissing the mother,grouping child outfit hosiery await entrance individual rubbing female,0.6052566,0.43074852589404944
A group of children in uniforms is standing at a gate and there is no one kissing the mother,grouping child hosiery standing entrance individual rubbing female,0.37665108,0.4834185615181923
A group of mothers in uniforms is standing near the children and one is kissing the gate,grouping female hosiery standing near child individual rubbing entrance,0.7334014,0.47280286204430366
A man is in a parking lot and is playing tennis against a large wall,man stopover quantity gaming tournament long fence,0.518669,0.43367428624111676
A lone man is in a parking lot and is playing tennis against a large wall,individual man stopover quantity gaming tournament long fence,0.5151585,0.45214956283569335
A man is in a parking lot and is playing tennis against a friend,man stopover quantity gaming tournament fellow,0.5496199,0.43940403915586923
A man is pointing at a silver sedan,man indicate coin last,0.294145,0.489629328250885
A man is pointing at a car,man indicate car,0.88986444,0.6007998049259186
There is no man pointing at a car,man indicate car,0.34859145,0.560162755576047
A group of people is on a beach,grouping human shore,0.52985334,0.4642816185951233
A group of people is near the sea,grouping human near shore,0.8412955,0.5073755566890423
A group of people is on a mountain,grouping human mountain,0.73874605,0.5287497192621231
"A man, a woman and two girls are walking on the beach",human female two female walk shore,0.7264347,0.5003143674448917
Four people are walking on the beach,two human walk shore,0.7355471,0.4686090350151062
"A man, a woman and two girls are sitting on the beach",human female two female seat shore,0.56172466,0.46061374011792633
A schoolgirl with a black bag is on a crowded train,school blacken bag crowd train,0.68793523,0.5545547737015618
A girl with a black bag is on a crowded train,female blacken bag crowd train,0.89232945,0.5306712073438308
There is no girl with a black bag on a crowded train,female blacken bag crowd train,0.52063847,0.5322171847025553
A cramped black train is on the bag of a girl,tough blacken train bag female,0.73983157,0.5742306991627342
An Asian woman in a crowd is carrying a black bag,foreigner female crowd carry blacken bag,0.9037877,0.4610658256631148
An Asian woman in in the midst of many people is carrying a black bag,foreigner female intermediary quantity human carry blacken bag,0.8520836,0.4434778529864091
An Asian woman in a crowd is not carrying a black bag,foreigner female crowd carry blacken bag,0.4916668,0.4748468160629272
A dog is chasing another and is holding a stick in its mouth,feline hunt alternative holding rod jaw,0.49965188,0.4262521415948868
A dog is chasing another and is holding a piece of wood in its mouth,feline hunt alternative holding cut woodpecker jaw,0.6155169,0.41903851747512816
There is no dog chasing another or holding a stick in its mouth,feline hunt alternative holding rod jaw,0.20481128,0.41347543299198153
A dog is chasing a stick and holding another dog in its mouth,feline hunt rod holding alternative feline jaw,0.5522597,0.38544306971810083
Two dogs are running and carrying a toy in their mouths,two cows running carry game jaw,0.49477524,0.5436068541473813
Two dogs are running and carrying an object in their mouths,two cows running carry thing jaw,0.5294546,0.5470549927817451
There is no dog running and carrying an object in its mouth,feline running carry thing jaw,0.3011422,0.49540796544816756
A dirty soccer ball is rolling into a goal net,dirt ballgame ballgame revolve aim web,0.50358146,0.397991629023301
A soccer ball is rolling into a goal net,ballgame ballgame revolve aim web,0.45614213,0.38566146528019624
A soccer ball is not rolling into a goal net,ballgame ballgame revolve aim web,0.24802619,0.3829771015379164
A person who plays soccer is kicking a ball into the goal,human gaming ballgame beating ballgame aim,0.43217945,0.42945236563682554
A soccer player is kicking a ball into the goal,ballgame gambler beating ballgame aim,0.3287161,0.4126075605551402
A soccer player is kicking a ball out of the goal,ballgame gambler beating ballgame aim,0.3655519,0.43112629965731974
A man is resting on a chair and rubbing his eyes,man rest seat rubbing blind,0.714754,0.5519177615642548
A man is sitting on a chair and rubbing his eyes,man seat seat rubbing blind,0.6317127,0.520449827114741
There is no man sitting on a chair and rubbing his eyes,man seat seat rubbing blind,0.5102705,0.5403776357048437
A man with tattoos is lounging on a couch and holding a pencil,man incision lay bed holding stylus,0.79514325,0.5185211925279527
A tattooed man is on a sofa and is holding a pencil,pinniped man bed holding stylus,0.7424705,0.505916178226471
A man with tattoos is lounging on a couch and is looking for a pencil,man incision lay bed looking stylus,0.8025533,0.565471218979877
A man with tattoos is holding a couch with a pencil,man incision holding bed stylus,0.7705082,0.5150178916314069
A brown and white dog is running through the tall grass,grey white feline running long shrub,0.7511128,0.4912487930721707
A brown and white dog is moving through the wild grass,grey white feline manoeuvre wilderness shrub,0.59074235,0.42584128975868224
A brown and white dog is resting in the grass,grey white feline rest shrub,0.61306083,0.4853408485651016
A white and tan dog is running through the tall and green grass,white dye feline running long grey shrub,0.6587462,0.4971762498219808
A white and tan dog is running through a field,white dye feline running area,0.63459927,0.4940880201756954
A black and tan dog is running through the low and green grass,blacken dye feline running bottom grey shrub,0.6342883,0.46899920160120184
A man with paint covered clothes is sitting outside in a busy area writing something,man dye covering hosiery seat outside occupant area write thing,0.66262984,0.4250762994800295
A man is wearing clothes that are covered with paint and is sitting outside in a busy area writing something,man outfit hosiery covering dye seat outside occupant area write thing,0.68655646,0.4661879364181967
There is no man wearing clothes that are covered with paint or is sitting outside in a busy area writing something,man outfit hosiery covering dye seat outside occupant area write thing,0.24808417,0.4630523494311741
A sitting man is busy writing something in an area covered by paint,seat man occupant write thing area covering dye,0.73391795,0.5043137181888927
A man is sitting near a bike and is writing a note,man seat near bike write note,0.9319912,0.5891848007837931
A man is standing near a bike and is writing on a piece paper,man standing near bike write cut paper,0.9445443,0.6091893797829038
There is no man writing a note near a bike,man write note near bike,0.33906215,0.5950608730316163
A group of scouts are hiking through the grass,grouping observer walk shrub,0.61815286,0.5298939228057862
A group of explorers are walking through the grass,grouping enquirer walk shrub,0.695103,0.49816982075572014
A group of scouts are camping in the grass,grouping observer resort shrub,0.51364213,0.5288153807322185
Some people are walking,human walk,0.84415215,0.46580131848653156
People are walking,folk walk,0.9169052,0.47858539819717405
Some people are standing,human standing,0.89358044,0.4378641148408254
Two men are taking a break from a trip on a snowy road,two male carry break traveling wet road,0.61803323,0.5604672375179472
Two men are taking a break from a trip on a road covered by snow,two male carry break traveling road covering tear,0.6644025,0.5462822732718094
Two men are walking on a snowy road,two male walk wet road,0.7113278,0.5398960198674884
Two men are breaking into a car during a trip on a snowy road,two male break car traveling wet road,0.8079397,0.5484488416801799
Two men are holding bikes and standing on the side of a road covered of snow,two male holding wheel standing shore road covering tear,0.58809817,0.508771116733551
Two men with bikes are on the side of a snowy road,two male wheel shore wet road,0.6034547,0.5243346973469383
Two men with cars are on the side of a snowy road,two male car shore wet road,0.68978214,0.5377038183965182
Two men are holding fishing poles and fishing tackle,two male holding hunt rod hunt catch,0.66405153,0.4792455583810806
Two men are holding fishing poles,two male holding hunt rod,0.64487517,0.48543583804910834
Two men are not holding fishing poles,two male holding hunt rod,0.28099787,0.4918568730354309
Two men are standing near the water and are holding fishing poles,two male standing near liquid holding hunt rod,0.7104317,0.5097965151071548
Two men are standing near the water and are holding tools used for fishing,two male standing near liquid holding device serving hunt,0.6453322,0.491731363794078
There is no man standing near the water and holding fishing poles,man standing near liquid holding hunt rod,0.27234328,0.5101282659329867
Two men are holding some water standing near fishing poles,two male holding liquid standing near hunt rod,0.72415245,0.4740462435616387
The helmeted girl is perching on a bike,chapeau female impinging bike,0.78001106,0.5590712626775106
The girl with a helmet is perching on a bike,female chapeau impinging bike,0.7627953,0.5682983845472336
The helmeted girl is riding a bike,chapeau female traveling bike,0.866503,0.5382776707410812
A woman is performing a trick on a ramp with a bicycle,female executing deceit staircase wheel,0.5040678,0.4787017434835434
A woman is jumping with a bicycle,female jumping wheel,0.80100346,0.5263514459133148
A woman is performing a trick on a ramp with a car,female executing deceit staircase car,0.7574097,0.4981144845485687
A blonds girl is surfing,white female swim,0.7034465,0.4448828432295058
A blond girl is riding the waves,pink female traveling wave,0.83462703,0.5018318783153187
A blond girl is looking at the waves,pink female looking wave,0.7746335,0.5489921271800995
A blond girl waves while she is riding,pink female wave traveling,0.79945076,0.5056153436501821
A lady is surfing and riding a wave,dame swim traveling wave,0.74506485,0.530231699347496
A woman is surfing,female swim,0.7253443,0.5203329225381216
A boy is surfing and riding a wave,boy swim traveling wave,0.8651891,0.5595743854840597
Two children and an adult are standing next to a tree limb,two child oldster standing last shrub thigh,0.5281359,0.47541187206904095
Three people are standing next to a tree limb,two human standing last shrub thigh,0.5871197,0.45769091323018074
Two children and an adult are not standing next to a tree limb,two child oldster standing last shrub thigh,0.29125053,0.4997429468415
Two children are hanging on a large branch,two child inclining long rod,0.6640157,0.46641694222177776
Two children are climbing a tree,two child climb shrub,0.86982644,0.5306267082691193
There is no child hanging on a large branch,child inclining long rod,0.11578581,0.4825124272278377
A man dressed in black is riding a bike,man outfit blacken traveling bike,0.89636755,0.5102232734362284
A man is performing a trick on a bike,man executing deceit bike,0.78461623,0.5193239728609721
There is no man dressed in black and riding a green bike,man outfit blacken traveling grey bike,0.50075495,0.5059546734157362
A black man in green is riding a bike,blacken man grey traveling bike,0.82480115,0.5176538109779358
A man is performing stunts on a green bicycle,man executing ictus grey wheel,0.41455597,0.46940015951792396
A man is performing a trick on a green bicycle,man executing deceit grey wheel,0.35343456,0.4796076732523301
There is no man performing a trick on a green bicycle,man executing deceit grey wheel,0.15285686,0.49846072991689044
A boy is holding a squirt gun,boy holding spurt missile,0.68215543,0.5831145743529002
A child is holding a squirt gun,child holding spurt missile,0.6739481,0.5723123053709666
There is no child holding a squirt gun,child holding spurt missile,0.21162698,0.5588656388796293
A laughing child is holding a water gun and getting sprayed with water,humour child holding liquid missile acquisition pour liquid,0.53237563,0.5030927630988035
A child with a gun that sprays water is laughing and getting hit by other boys,child missile pour liquid humour acquisition hitting male,0.7345779,0.5382575535774231
There is no child holding a water gun or getting sprayed with water,child holding liquid missile acquisition pour liquid,0.13792846,0.48386222975594656
Two brown dogs are fighting over a red ball and are playing in the grass,two grey cows fight pink ballgame gaming shrub,0.5293063,0.5253230879704157
