OG_sentences,gen_sentences,cosine_similarity_BERT,jaccard_similarity_BERT
Children covered by leaves are playing with red shirts,first hiding papers talking red attire,0.48680344,0.46620664596557615
Three boys are jumping in the leaves,mart pair pushing papers,0.26998538,0.399108577858318
Three kids are jumping in the leaves,mart first pushing papers,0.24152732,0.3593689907680858
Three kids are sitting in the leaves,mart first talking papers,0.15087631,0.3120216429233551
Two children are lying in the snow and are drawing angels,pair first hiding dark depicting mind,0.16033414,0.3868353267510732
Two children are lying in the snow and are making snow angels,pair first hiding dark depicting dark mind,0.091662884,0.3776129215955734
There is no child lying in the snow and making snow angels,part hiding dark depicting dark mind,0.121207856,0.39431666073046234
Two angels are making snow on the lying children,pair mind depicting dark hiding first,0.15856856,0.37002863362431526
Two people wearing snowsuits are on the ground making snow angels,pair face attire attire state depicting dark mind,-0.01638438,0.4043373546817086
Two people in snowsuits are lying in the snow and making snow angels,pair face attire hiding dark depicting dark mind,-0.015428094,0.4323206866780917
Nobody in snowsuits is lying in the snow and making snow angels,first attire hiding dark depicting dark mind,0.083178625,0.42447979070923547
A little girl is looking at a woman in costume,part letter looking letter attire,0.24222596,0.4554052790006002
A young girl is looking at a woman in costume,young letter looking letter attire,0.3767401,0.4926675041516622
The little girl is looking at a man in costume,part letter looking man attire,0.25711453,0.5110460162162781
A little girl in costume looks like a woman,part letter attire face type letter,0.36184698,0.38018006881078087
People wearing costumes are gathering in a forest and are looking in the same direction,face attire attire gathering fox looking route,0.39233834,0.5082675137303092
Masked people are looking in the same direction in a forest,hiding face looking route fox,0.37315488,0.529297947883606
People wearing costumes are scattering in a forest and are looking in different directions,face attire attire evaporation fox looking pair route,0.36930406,0.4171652507781982
People are looking at some costumes gathered in the vicinity of the forest,face looking attire association vicinity fox,0.34500188,0.4680060687519255
A lone biker is jumping in the air,pair supporter pushing audio,0.19935185,0.4039919326702754
"A biker is jumping in the air, alone",supporter pushing blue first,0.1905715,0.43447206570551944
There is no biker jumping in the air,supporter pushing audio,0.14800954,0.4027982408350164
A man is jumping into an empty swimming pool,man pushing dark pushing bank,0.41073176,0.4322562302861895
A man is jumping into an empty pool,man pushing dark bank,0.43932396,0.4685391386349996
A man is jumping into a full pool,man pushing present bank,0.3666646,0.44605352481206256
The man's jumper is in the empty pool,face supporter dark bank,0.2603723,0.4297034059252058
Four kids are doing backbends in the park,pair first backlash station,0.06632443,0.3549505233764648
Four children are doing backbends in the park,pair first backlash station,0.065359555,0.363912041982015
Four children are doing backbends in the gym,pair first backlash eatery,0.1607309,0.38300319388508797
Four girls are doing backbends and playing in the garden,pair papers backlash talking eatery,0.087341666,0.3704641037865689
Four girls are doing backbends and playing outdoors,pair papers backlash talking face,0.14817047,0.38943833857774734
Four girls are doing backbends and playing indoors,pair papers backlash talking present,0.22424638,0.3905781917273998
A man who is playing is running with the ball in his hands,man talking running board papers,0.5478493,0.5153947439458635
A player is running with the ball,supporter running board,0.5742017,0.3909136146306992
A player is throwing the ball,supporter pushing board,0.4630195,0.3478851517041524
Two groups of people are playing football,pair association face talking funds,0.16660953,0.29390789816776913
Two teams are competing in a football match,pair pair pair funds pair,0.12173849,0.26574626794228184
Two teams are competing in a baseball game,pair pair pair bank part,0.040167224,0.2664362650651198
Football is being played by two competing teams,funds being talking pair pair pair,0.24998826,0.3210503203528268
Five children are standing in front of a wooden hut,blue first standing face board cape,0.50564444,0.3808105196803808
Five children are standing in front of a hut made of wood,blue first standing face cape part board,0.4330526,0.3897295202079572
Five children are standing in a wooden hut,blue first standing board cape,0.43596774,0.3468802571296692
Five wooden stands are in front of each child's hut,blue board station face part cape,0.3481071,0.38840992252031964
Five kids are standing close together and one kid has a gun,blue first standing impede pair first part revolver,0.4018575,0.3265619665384293
Five kids are standing close together and one kid has a weapon,blue first standing impede pair first part revolver,0.31289405,0.33499314486980436
Five kids are standing close together and none of the kids has a gun,blue first standing impede pair negate first revolver,0.40185612,0.3459112618280494
An old man is sitting in a field,first man talking scope,0.22085102,0.3973494718472163
A man is sitting in a field,man talking scope,0.34282854,0.47642533779144286
A man is running in a field,man running scope,0.81542504,0.5294780731201172
A person is wearing a hat and is sitting on the grass,face attire cape talking butter,0.2732122,0.45505579780129823
A person is sitting in a field and is wearing a hat,face talking scope attire cape,0.39442164,0.44153813754811005
There is no person wearing a hat and sitting on the grass,face attire cape talking butter,0.06838952,0.4591311286477482
A person is sitting and wearing a grass hat,face talking attire butter cape,0.30373946,0.38415421758379253
The current is being ridden by a group of friends in a raft,current being route pair familiarize board,0.24941435,0.5287099054881504
A group of friends are riding the current in a raft,pair familiarize ceding current board,0.1590708,0.4468112157450782
A group is not riding the current in a raft,pair ceding current board,0.23939018,0.46056176026662193
This group of people is practicing water safety and wearing preservers,pair face effort blue saving attire saving,0.40789092,0.420694162971095
Preservers are being worn by a group of people who are practicing water safety,saving being attire pair face effort blue saving,0.3024541,0.5072295847146407
Nobody is practicing water safety and wearing preservers,first effort blue saving attire saving,0.21533602,0.38692599137624106
A deer is jumping over a fence,fox pushing border,0.45886016,0.5292734920978546
A deer is jumping over the enclosure,fox pushing border,0.45343503,0.5593315362930298
A deer isn't jumping over the fence,fox pushing border,0.27612472,0.5495085120201111
A wild deer is jumping a fence,dark fox pushing border,0.4194529,0.5029912320050326
A deer is jumping a fence,fox pushing border,0.4744287,0.5443433655632867
There is no deer jumping fences,fox pushing border,0.17099997,0.513047593832016
People are walking outside a building that has many murals on it,face route face station pair papers,0.45153123,0.3550141783137071
People are walking outside the building that has several murals on it,face route face station pair papers,0.46203762,0.3585804183232157
People are walking inside a building that has many murals on it,face route first station pair papers,0.2527141,0.34815189399217306
Several people are in front of a building which is covered by colors,pair face face station hiding colorize,0.4742372,0.42886315286159515
Several people are in front of a colorful building,pair face face colorize station,0.50250673,0.36809395949045814
Nobody is in front of the colorful building,first face colorize station,0.105694786,0.3851161003112793
A boy is hitting a baseball,boy pushing bank,0.3625983,0.5156521929634942
A child is hitting a baseball,part pushing bank,0.19628355,0.3918275435765584
A child is missing a baseball,part hiding bank,0.43229127,0.37475313742955524
A family is watching a little boy who is hitting a baseball,family wait part boy pushing bank,0.41115296,0.5271144807338715
A family is watching a boy who is hitting a baseball,family wait boy pushing bank,0.42511004,0.5496125221252441
A family is watching a little boy who is missing a baseball,family wait part boy hiding bank,0.5919912,0.504717704322603
A little boy is watching a family that is hitting a baseball,part boy wait family pushing bank,0.43826437,0.5425129301018186
A large group of Asian people is eating at a restaurant,red pair audio face eatery eatery,0.3636291,0.30901530698726054
A group of people from Asia is eating at a restaurant,pair face audio eatery eatery,0.50678766,0.3494758192035887
A small group of people is waiting to eat in a restaurant,part pair face wait eatery eatery,0.5758079,0.3893097549676895
A group of people in a large Asian restaurant is eating,pair face red audio eatery eatery,0.29523557,0.3037177732116298
Various people are eating at red tables in a crowded restaurant with purple lights,type face eatery red board dark eatery blue dark,0.39368355,0.3946337389945984
Various customers are eating in a crowded restaurant with purple lights,type circumstances eatery dark eatery blue dark,0.2558457,0.3678970754146576
Few people are eating at red tables in a restaurant without lights,face eatery red board eatery negate dark,0.43586984,0.3926395773887634
A purple crowd of people is eating on various red lit restaurant tables,blue confusion face eatery type red dark eatery board,0.3553795,0.3772711331645648
A motorcycle rider is standing up on the seat of a white motorcycle,transport route standing station blue transport,0.2251673,0.4207795230965865
A motorcycle is riding standing up on the seat of the vehicle,transport ceding standing station transport,0.27247888,0.36388185289171004
No motorcycle rider is standing up on the seat of a motorcycle,transport route standing station transport,0.21188268,0.38005075910512137
Someone is on a black and white motorcycle and is standing on the seat,first dark blue transport standing station,0.29756424,0.4462825834751129
A rider is on a black and white bike and is standing on the seat,route dark blue bike standing station,0.56392086,0.5142497306778318
Nobody is on a motorcycle and is standing on the seat,first transport standing station,0.23727614,0.35132126609484354
A motorcyclist is riding a motorbike dangerously along a roadway,supporter ceding route dark pair route,0.23046601,0.4236261004751379
A motorcyclist is riding a motorbike along a roadway,supporter ceding route pair route,0.25736523,0.4400474836951808
There is no motorcyclist riding a motorbike along a roadway,supporter ceding route pair route,0.09283797,0.44839154481887816
A man with a helmet painted red is riding a blue motorcycle down the road,man cape colorize red ceding blue transport road,0.5874653,0.4698270845413208
A motorcyclist with a red helmet is riding a blue motorcycle down the road,supporter red cape ceding blue transport road,0.43955186,0.49571554611126584
A motorcyclist without a helmet is waiting on a blue motorcycle near the road,supporter negate cape wait blue transport present road,0.39772427,0.47091237783432005
A dog is catching a stick in the air and another is watching,fox captivate pushing audio first wait,0.3600746,0.40619719879967825
A dog is leaping high in the air and another is watching,fox pushing red audio first wait,0.3009131,0.40082836464831706
There is no dog leaping in the air,fox pushing audio,0.20422578,0.4473489125569661
Two dogs are playing by a tree,pair fox talking board,0.3405427,0.37999339537187055
Two dogs are playing by a plant,pair fox talking station,0.32569793,0.39073667201128875
Two dogs are sleeping by a tree,pair fox wake board,0.122211024,0.3440944660793651
A girl in white is dancing,letter blue depicting,0.14154008,0.3273276209831238
A girl is wearing white clothes and is dancing,letter attire blue attire depicting,0.13889162,0.37719379663467406
There is no girl in white dancing,letter blue depicting,0.19497275,0.3208795569159768
The dancer is dancing in front of the sound equipment,supporter depicting face audio attire,0.33113325,0.47209473326802254
The blond girl is dancing in front of the sound equipment,blue letter depicting face audio attire,0.20218065,0.4483861592080858
The blond girl is dancing behind the sound equipment,blue letter depicting backlash audio attire,0.19205153,0.3956574867753422
The equipment in front of the blond dancing girl is sound,attire face blue depicting letter audio,0.27066797,0.46940070390701294
The children of a family are patiently playing and waiting,first family wait talking wait,0.6169923,0.49919070303440094
The children of a family are playing and waiting,first family talking wait,0.5264184,0.48375505208969116
There are no children playing and waiting,first talking wait,0.17674932,0.3551970928907394
Three Asian kids are dancing and a serious man is looking,mart audio first depicting dark man looking,0.22640492,0.36211661445467097
Three Asian kids are dancing and a man is looking,mart audio first depicting man looking,0.30885482,0.36299623811946197
Three Asian kids are dancing and there is no man looking,mart audio first depicting man looking,0.059955776,0.37917913165357375
An Asian man is dancing and three kids are looking,audio man depicting first first looking,0.29007992,0.3407052439801833
A woman is wearing an Egyptian hat on her head,letter attire letter cape cape,0.37969577,0.4025934815406799
A woman is wearing an Egyptian headdress,letter attire letter cape,0.37358505,0.4252779930830002
A woman is wearing an Indian headdress,letter attire index cape,0.41119143,0.38778312007586163
An Egyptian is wearing a woman's headdress,letter attire face cape,0.39586255,0.5021658284323556
The woman is wearing glasses and a black headdress,letter attire face dark cape,0.60574067,0.45880740086237587
The woman with a black hat is wearing sunglasses,letter dark cape attire dark,0.5928074,0.41015795724732534
The woman is not wearing glasses or a headdress,letter attire face cape,0.2516656,0.3684792412178857
The black woman is wearing glasses over the headdress,dark letter attire face cape,0.5953872,0.48929334481557213
A hiker is on top of the mountain and is doing a joyful dance,eatery first mountain celebrate celebrate,0.41927698,0.5327328551899303
A hiker is on top of the mountain and is dancing,eatery first mountain depicting,0.32018924,0.4672316147221459
There is no hiker dancing on top of the mountain,eatery depicting first mountain,0.20993313,0.45005999943789315
A man is on a rock high above some trees and is standing in an uncomfortable position,man red red board standing disapproval state,0.4813389,0.40612765229665315
A man is on a rock high above some trees and is standing in a strange position,man red red board standing dark state,0.44797486,0.4368148222565651
There is no man on a rock high above some trees standing in a strange position,man red red board standing dark state,0.24257806,0.4406797367593516
A cowgirl is riding a brown horse and is cornering a barrel,fox ceding blue fox border board,0.29842472,0.4950964706284659
A cowgirl is riding a horse and corners a barrel,fox ceding fox border board,0.33684868,0.45280183764065013
A cowboy is riding a horse and cornering a barrel,cape ceding fox border board,0.26702318,0.4545833573621862
A cowgirl is riding a barrel near a horse in the corner,fox ceding board present fox border,0.25994396,0.460656949877739
The brown horse is very near a red barrel at the rodeo,blue fox present red board route,0.46818376,0.4877213305897183
The brown horse is near a red barrel at the rodeo,blue fox present red board route,0.46842733,0.47943539479199576
The brown horse is far from a red barrel at the rodeo,blue fox dark red board route,0.34446567,0.4776814215713077
A boy is standing in the cold water,boy standing dark blue,0.57188344,0.4982296923796336
A boy is standing in the water,boy standing blue,0.64377624,0.5367655634880066
A boy is standing outside the water,boy standing face blue,0.65316963,0.45802994207902387
The kid is swimming through the blue ocean,part pushing blue blue,0.3995663,0.429533913731575
The boy is wading through the blue ocean,boy pushing blue blue,0.5477553,0.5498716739507822
The boy is sitting near the blue ocean,boy talking present blue blue,0.4706098,0.44213282144986665
A skilled man is playing a guitar on stage,mastery man talking audio stage,0.5574763,0.43646419843037926
A man is playing a guitar on stage,man talking audio stage,0.5748617,0.4479377667109172
There is no man playing a guitar on stage,man talking audio stage,0.21617453,0.43454432487487793
A person has blonde and flyaway hair and is playing a guitar,face blue parvenu hair talking audio,0.4605007,0.4356457829475403
A guitarist has blonde and flyaway hair,supporter blue parvenu hair,0.36925763,0.43729351575558
A bald person is playing a guitar,dark face talking audio,0.44779447,0.38918642564253375
Several children are sitting down and have their knees raised,pair first talking border wake,0.2689835,0.3592335085074107
Several children are lying down and are raising their knees,pair first hiding pushing border,0.27339324,0.40085262060165405
Several children are standing up,pair first standing,0.6852948,0.39149387180805206
Two young girls are sitting on the ground,pair young papers talking state,0.24965742,0.3751402818239652
Two girls are sitting on the ground,pair papers talking state,0.24923596,0.3216561729257757
Two girls are lying on the ground,pair papers hiding state,0.34873334,0.3357760824940421
A nude lady is walking in front of many people in body paint,dark letter route face pair face face colorize,0.3626811,0.4111604527993636
A nude lady is walking in front of a crowd in body paint,dark letter route face confusion face colorize,0.2958719,0.4474343146596636
There is no lady walking in body paint in front of a crowd ,letter route face colorize face confusion,0.2284768,0.4561287432909012
A nude crowd in body paint is walking in front of a lady ,dark confusion face colorize route face letter,0.31957436,0.45061494622911724
"A young, topless woman is covered in paint",blue face letter hiding colorize,0.4684661,0.43518078699707985
A topless girl is covered in paint,face letter hiding colorize,0.5217085,0.4611943226594191
"An old, topless woman is covered in paint",first face letter hiding colorize,0.33721346,0.43960438668727875
A group of people is near the ocean,pair face present blue,0.33715653,0.3766435533761978
A crowd of people is near the water,confusion face present blue,0.327349,0.37946318338314694
A crowd of people is far from the water,confusion face dark blue,0.4198564,0.36751803985008824
A group of children in uniforms is standing at a gate and one is kissing the mother,pair first attire standing border first touch butter,0.47212982,0.4631924514587109
A group of children wearing the same clothes is waiting at a gate and one is kissing the mother,pair first attire attire wait border first touch butter,0.45042273,0.4468190499714443
A group of children in uniforms is standing at a gate and there is no one kissing the mother,pair first attire standing border first touch butter,0.36722893,0.48211610317230225
A group of mothers in uniforms is standing near the children and one is kissing the gate,pair mart attire standing present first first touch border,0.39002275,0.45390402608447605
A man is in a parking lot and is playing tennis against a large wall,man station part talking board red border,0.30220658,0.4052040495655753
A lone man is in a parking lot and is playing tennis against a large wall,pair man station part talking board red border,0.26044065,0.4105525389313698
A man is in a parking lot and is playing tennis against a friend,man station part talking board familiarize,0.28007483,0.42415655226934523
A man is pointing at a silver sedan,man depicting blue present,0.3627191,0.47559704230381894
A man is pointing at a car,man depicting car,0.8704113,0.5423178130930121
There is no man pointing at a car,man depicting car,0.35872644,0.4936896661917369
A group of people is on a beach,pair face border,0.29068455,0.35766265338117426
A group of people is near the sea,pair face present blue,0.38464195,0.36846557756265
A group of people is on a mountain,pair face mountain,0.86157185,0.4892066554589705
"A man, a woman and two girls are walking on the beach",mind letter pair papers route border,0.15563181,0.3075335104214518
Four people are walking on the beach,pair face route border,0.22082159,0.3072433823888952
"A man, a woman and two girls are sitting on the beach",mind letter pair papers talking border,0.07987199,0.30587008281757955
A schoolgirl with a black bag is on a crowded train,academic dark pair dark train,0.5329517,0.5203148301909951
A girl with a black bag is on a crowded train,letter dark pair dark train,0.59543204,0.49017367884516716
There is no girl with a black bag on a crowded train,letter dark pair dark train,0.52169627,0.4878277918871711
A cramped black train is on the bag of a girl,dark dark train pair letter,0.73254,0.5323046545187632
An Asian woman in a crowd is carrying a black bag,audio letter confusion transport dark pair,0.39167,0.39646760681096244
An Asian woman in in the midst of many people is carrying a black bag,audio letter mind pair face transport dark pair,0.39814425,0.4105361609355263
An Asian woman in a crowd is not carrying a black bag,audio letter confusion transport dark pair,0.32053363,0.41506071554289925
A dog is chasing another and is holding a stick in its mouth,fox pushing first saving pushing face,0.37615913,0.44058164483622503
A dog is chasing another and is holding a piece of wood in its mouth,fox pushing first saving part board face,0.3678758,0.4395541250705719
There is no dog chasing another or holding a stick in its mouth,fox pushing first saving pushing face,0.13406862,0.4192664936969155
A dog is chasing a stick and holding another dog in its mouth,fox pushing pushing saving first fox face,0.47262585,0.4167849987745285
Two dogs are running and carrying a toy in their mouths,pair fox running transport attire face,0.59524816,0.44158679909176296
Two dogs are running and carrying an object in their mouths,pair fox running transport defendant face,0.4598397,0.4393896261850993
There is no dog running and carrying an object in its mouth,fox running transport defendant face,0.15045652,0.48514119316549864
A dirty soccer ball is rolling into a goal net,dark market board pushing scope market,0.29647094,0.3760545253753662
A soccer ball is rolling into a goal net,market board pushing scope market,0.20751926,0.3573278763464519
A soccer ball is not rolling into a goal net,market board pushing scope market,0.06620148,0.3495960811773936
A person who plays soccer is kicking a ball into the goal,face depicting market pushing board scope,0.15938924,0.32216686324069377
A soccer player is kicking a ball into the goal,market supporter pushing board scope,0.21096286,0.3160712540149689
A soccer player is kicking a ball out of the goal,market supporter pushing board scope,0.20389599,0.34000001661479473
A man is resting on a chair and rubbing his eyes,man saving board pushing face,0.35149688,0.4787878920050228
A man is sitting on a chair and rubbing his eyes,man talking board pushing face,0.49711585,0.4786908977171954
There is no man sitting on a chair and rubbing his eyes,man talking board pushing face,0.19914088,0.4843858281771342
A man with tattoos is lounging on a couch and holding a pencil,man attire ceding board saving letter,0.38742197,0.455537322021666
A tattooed man is on a sofa and is holding a pencil,colorize man board saving letter,0.38487333,0.47493967884465266
A man with tattoos is lounging on a couch and is looking for a pencil,man attire ceding board looking letter,0.46091872,0.5201670216477435
A man with tattoos is holding a couch with a pencil,man attire saving board letter,0.41420165,0.49769437685608864
A brown and white dog is running through the tall grass,blue blue fox running dark butter,0.43077242,0.4361160572837381
A brown and white dog is moving through the wild grass,blue blue fox pushing dark butter,0.25708696,0.420908882337458
A brown and white dog is resting in the grass,blue blue fox saving butter,0.2729642,0.4044184684753418
A white and tan dog is running through the tall and green grass,blue dark fox running dark blue butter,0.40874758,0.41829635500907897
A white and tan dog is running through a field,blue dark fox running scope,0.46872035,0.474289337793986
A black and tan dog is running through the low and green grass,dark dark fox running dark blue butter,0.51221037,0.46597035229206085
A man with paint covered clothes is sitting outside in a busy area writing something,man colorize hiding attire talking face pushing scope rewriting part,0.46929574,0.389513338053668
A man is wearing clothes that are covered with paint and is sitting outside in a busy area writing something,man attire attire hiding colorize talking face pushing scope rewriting part,0.5442414,0.4225458123467185
There is no man wearing clothes that are covered with paint or is sitting outside in a busy area writing something,man attire attire hiding colorize talking face pushing scope rewriting part,0.17818171,0.42179999281378355
A sitting man is busy writing something in an area covered by paint,talking man pushing rewriting part scope hiding colorize,0.53346944,0.41449076196421747
A man is sitting near a bike and is writing a note,man talking present bike rewriting letter,0.7687665,0.4979043759797749
A man is standing near a bike and is writing on a piece paper,man standing present bike rewriting part paper,0.8720726,0.5200334787368774
There is no man writing a note near a bike,man rewriting letter present bike,0.27773204,0.4986284263432026
A group of scouts are hiking through the grass,pair hiding route butter,0.1819959,0.4653823503426143
A group of explorers are walking through the grass,pair academic route butter,0.2674257,0.4336087235382625
A group of scouts are camping in the grass,pair hiding station butter,0.22490437,0.49806752375194
Some people are walking,face route,0.48486108,0.2962258557478587
People are walking,face route,0.52384037,0.29198395609855654
Some people are standing,face standing,0.8966568,0.41508665680885315
Two men are taking a break from a trip on a snowy road,pair face pushing break route dark road,0.4086816,0.49094061908267794
Two men are taking a break from a trip on a road covered by snow,pair face pushing break route road hiding dark,0.4050032,0.4854654488356217
Two men are walking on a snowy road,pair face route dark road,0.48066643,0.41963102987834383
Two men are breaking into a car during a trip on a snowy road,pair face crossing car route dark road,0.4849286,0.490024826743386
Two men are holding bikes and standing on the side of a road covered of snow,pair face saving route standing part road hiding dark,0.25475264,0.42256654500961305
Two men with bikes are on the side of a snowy road,pair face route part dark road,0.30828875,0.4309187092279133
Two men with cars are on the side of a snowy road,pair face transport part dark road,0.52888787,0.4460849542366831
Two men are holding fishing poles and fishing tackle,pair face saving ceding board ceding repress,0.1349796,0.2978081922782095
Two men are holding fishing poles,pair face saving ceding board,0.2606095,0.3073323518037796
Two men are not holding fishing poles,pair face saving ceding board,0.13654254,0.320241432923537
Two men are standing near the water and are holding fishing poles,pair face standing present blue saving ceding board,0.42557618,0.36797981602805
Two men are standing near the water and are holding tools used for fishing,pair face standing present blue saving funds present ceding,0.3291505,0.352456013361613
There is no man standing near the water and holding fishing poles,man standing present blue saving ceding board,0.24568763,0.4338399410247803
Two men are holding some water standing near fishing poles,pair face saving blue standing present ceding board,0.41766256,0.32137512219579595
The helmeted girl is perching on a bike,cape letter ceding bike,0.57842183,0.4940376281738281
The girl with a helmet is perching on a bike,letter cape ceding bike,0.5577476,0.48545732721686363
The helmeted girl is riding a bike,cape letter ceding bike,0.586872,0.46178436279296875
A woman is performing a trick on a ramp with a bicycle,letter depicting pushing route route,0.17190537,0.4012239029010137
A woman is jumping with a bicycle,letter pushing route,0.20557381,0.3096155017614365
A woman is performing a trick on a ramp with a car,letter depicting pushing route car,0.49426818,0.46952564186520046
A blonds girl is surfing,blue letter hiding,0.1556838,0.42043999168607926
A blond girl is riding the waves,blue letter ceding pushing,0.191665,0.4203779995441437
A blond girl is looking at the waves,blue letter looking pushing,0.22377217,0.4768979499737422
A blond girl waves while she is riding,blue letter pushing ceding,0.17076354,0.43694193546588606
A lady is surfing and riding a wave,letter hiding ceding pushing,0.026254328,0.41435624544437116
A woman is surfing,letter hiding,0.08664695,0.36020781596501666
A boy is surfing and riding a wave,boy hiding ceding pushing,0.3091565,0.46230379893229556
Two children and an adult are standing next to a tree limb,pair first red standing present board part,0.34423035,0.3548067882657051
Three people are standing next to a tree limb,mart face standing present board part,0.50122327,0.3433392867445946
Two children and an adult are not standing next to a tree limb,pair first red standing present board part,0.12918247,0.3883965370200929
Two children are hanging on a large branch,pair first hiding red part,0.21382713,0.33960429292458755
Two children are climbing a tree,pair first pushing board,0.2952841,0.29711186289787295
There is no child hanging on a large branch,part hiding red part,0.16854385,0.37993473273057204
A man dressed in black is riding a bike,man attire dark ceding bike,0.80801845,0.4989995042483012
A man is performing a trick on a bike,man depicting pushing bike,0.818513,0.5330834218433925
There is no man dressed in black and riding a green bike,man attire dark ceding blue bike,0.4661066,0.5061712014047723
A black man in green is riding a bike,dark man blue ceding bike,0.7997976,0.5065519412358602
A man is performing stunts on a green bicycle,man depicting pushing blue route,0.41559243,0.45007724364598595
A man is performing a trick on a green bicycle,man depicting pushing blue route,0.42673844,0.47322364896535873
There is no man performing a trick on a green bicycle,man depicting pushing blue route,0.20036915,0.4695359503521639
A boy is holding a squirt gun,boy saving pushing revolver,0.7271099,0.5345933139324188
A child is holding a squirt gun,part saving pushing revolver,0.5721136,0.42943630119164783
There is no child holding a squirt gun,part saving pushing revolver,0.209911,0.4476504921913147
A laughing child is holding a water gun and getting sprayed with water,talking part saving blue revolver captivate pushing blue,0.3372898,0.37795524299144745
A child with a gun that sprays water is laughing and getting hit by other boys,part revolver pushing blue talking captivate touch pair,0.33209845,0.412212003160406
There is no child holding a water gun or getting sprayed with water,part saving blue revolver captivate pushing blue,0.11739707,0.3741635006407033
Two brown dogs are fighting over a red ball and are playing in the grass,pair blue fox talking red board talking butter,0.46572047,0.44831721419873444
Two brown dogs are fighting over a red toy and are playing in the grass,pair blue fox talking red attire talking butter,0.4469467,0.4323828738668691
There is no dog playing with a red ball,fox talking red board,0.32303947,0.4554618184383099
Two daschunds are playing with a red ball,pair ceding talking red board,0.72231317,0.45123879238963127
Two dogs are playing with a small red ball,pair fox talking part red board,0.57269514,0.362278680006663
Two cats are playing with a red ball,pair fox talking red board,0.57227707,0.4263604787679819
The black and white dog is running and a person stands behind it,dark blue fox running face station backlash,0.5038145,0.47411473592122394
"The dog, which is black and white, is running and a person stands behind it",fox dark blue running face station backlash,0.43791753,0.5394697761535645
The black and white dog isn't running and there is no person standing behind,dark blue fox running face standing backlash,0.29984647,0.5238171766201655
A black person is running along a white stand and a dog barks behind him,dark face running pair blue stand fox papers backlash,0.55940676,0.4413620898356804
